,tweet_created_at,id_str,entity_user_mentions,con_id_str_list,con_id_str_list1,con_id_str_list2,full_conversation_ids,airline_contain_con,airline_contain_con_time,airline_reply_time,56377143
274,2019-06-02 19:25:40,1.1352662492926936e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.1352662492926935e+18'],['1.1352691822815396e+18'],[],"['1.1352662492926935e+18', '1.1352691822815396e+18']",['1.1352691822815396e+18'],['2019-06-02 19:37:19'],2019-06-02 19:37:19,11.65
276,2019-06-02 22:49:27,1.1353175326703452e+18,"('KLM', '56377143')",['1.1353175326703452e+18'],"['1.1353190905942221e+18', '1.135319121619497e+18']",[],"['1.1353175326703452e+18', '1.1353190905942221e+18', '1.135319121619497e+18']",['1.135319121619497e+18'],['2019-06-02 22:55:46'],2019-06-02 22:55:46,6.316666666666666
280,2019-06-03 03:52:39,1.1353938365267108e+18,"('KLM', '56377143')",['1.1353938365267108e+18'],['1.1353980782934671e+18'],[],"['1.1353938365267108e+18', '1.1353980782934671e+18']",['1.1353980782934671e+18'],['2019-06-03 04:09:31'],2019-06-03 04:09:31,16.866666666666667
281,2019-06-03 04:41:28,1.1354061202380104e+18,"('KLM', '56377143')",['1.1354061202380104e+18'],['1.1354072461946962e+18'],[],"['1.1354061202380104e+18', '1.1354072461946962e+18']",['1.1354072461946962e+18'],['2019-06-03 04:45:56'],2019-06-03 04:45:56,4.466666666666667
283,2019-06-03 06:07:11,1.1354276898154004e+18,"('KLM', '56377143')",['1.1354276898154004e+18'],['1.1354294353253908e+18'],[],"['1.1354276898154004e+18', '1.1354294353253908e+18']",['1.1354294353253908e+18'],['2019-06-03 06:14:07'],2019-06-03 06:14:07,6.933333333333334
289,2019-06-03 09:41:22,1.1354815902750884e+18,"('KLM', '56377143')",['1.1354815902750884e+18'],['1.1354865417558344e+18'],[],"['1.1354815902750884e+18', '1.1354865417558344e+18']",['1.1354865417558344e+18'],['2019-06-03 10:01:02'],2019-06-03 10:01:02,19.666666666666668
293,2019-06-03 11:42:39,1.1355121157736202e+18,"('KLM', '56377143')",['1.1355121157736202e+18'],['1.1355144223388918e+18'],[],"['1.1355121157736202e+18', '1.1355144223388918e+18']",['1.1355144223388918e+18'],['2019-06-03 11:51:49'],2019-06-03 11:51:49,9.166666666666666
296,2019-06-03 12:26:30,1.1355231493349458e+18,"('KLM', '56377143')",['1.1355231493349458e+18'],"['1.1355300582930964e+18', '1.1355301715016172e+18', '1.1355302896971203e+18']",[],"['1.1355231493349458e+18', '1.1355300582930964e+18', '1.1355301715016172e+18', '1.1355302896971203e+18']","['1.1355301715016172e+18', '1.1355300582930964e+18']","['2019-06-03 12:54:24', '2019-06-03 12:53:57']",2019-06-03 12:54:24,27.9
297,2019-06-03 12:27:11,1.1355233231468462e+18,"('KLM', '56377143')",['1.1355233231468462e+18'],['1.1355250176331162e+18'],[],"['1.1355233231468462e+18', '1.1355250176331162e+18']",['1.1355250176331162e+18'],['2019-06-03 12:33:55'],2019-06-03 12:33:55,6.733333333333333
306,2019-06-03 15:50:41,1.1355745355316388e+18,"('KLM', '56377143')",['1.1355745355316388e+18'],['1.135575637836673e+18'],[],"['1.1355745355316388e+18', '1.135575637836673e+18']",['1.135575637836673e+18'],['2019-06-03 15:55:04'],2019-06-03 15:55:04,4.383333333333334
307,2019-06-03 15:53:02,1.135575123363324e+18,"('KLM', '56377143')",['1.1355751233633239e+18'],['1.1355767452419072e+18'],[],"['1.1355751233633239e+18', '1.1355767452419072e+18']",['1.1355767452419072e+18'],['2019-06-03 15:59:28'],2019-06-03 15:59:28,6.433333333333334
312,2019-06-03 20:02:27,1.1356378942222746e+18,"('KLM', '56377143')",['1.1356378942222746e+18'],['1.1356397094708634e+18'],[],"['1.1356378942222746e+18', '1.1356397094708634e+18']",['1.1356397094708634e+18'],['2019-06-03 20:09:40'],2019-06-03 20:09:40,7.216666666666667
315,2019-06-03 21:34:33,1.1356610702139516e+18,"('KLM', '56377143')",['1.1356610702139515e+18'],"['1.1356627385276744e+18', '1.1356627971095839e+18']",[],"['1.1356610702139515e+18', '1.1356627385276744e+18', '1.1356627971095839e+18']",['1.1356627385276744e+18'],['2019-06-03 21:41:11'],2019-06-03 21:41:11,6.633333333333334
331,2019-06-04 14:12:13,1.1359121403872092e+18,"('KLM', '56377143')",['1.1359121403872092e+18'],['1.1359333418390446e+18'],[],"['1.1359121403872092e+18', '1.1359333418390446e+18']",['1.1359333418390446e+18'],['2019-06-04 15:36:27'],2019-06-04 15:36:27,84.23333333333333
338,2019-06-04 18:17:53,1.1359739644073656e+18,"('KLM', '56377143')",['1.1359739644073656e+18'],['1.1359811363441664e+18'],[],"['1.1359739644073656e+18', '1.1359811363441664e+18']",['1.1359811363441664e+18'],['2019-06-04 18:46:23'],2019-06-04 18:46:23,28.5
341,2019-06-04 19:01:40,1.135984984953643e+18,"('KLM', '56377143'),('Schiphol', '8279892')",['1.135984984953643e+18'],['1.135988273741013e+18'],[],"['1.135984984953643e+18', '1.135988273741013e+18']",['1.135988273741013e+18'],['2019-06-04 19:14:44'],2019-06-04 19:14:44,13.066666666666666
342,2019-06-04 20:17:49,1.1360041483637636e+18,"('KLM', '56377143')",['1.1360041483637637e+18'],"['1.1360052548966605e+18', '1.136005474355155e+18', '1.1360055339730125e+18']",[],"['1.1360041483637637e+18', '1.1360052548966605e+18', '1.136005474355155e+18', '1.1360055339730125e+18']",['1.136005474355155e+18'],['2019-06-04 20:23:05'],2019-06-04 20:23:05,5.266666666666667
345,2019-06-04 20:48:04,1.136011759691735e+18,"('KLM', '56377143')",['1.136011759691735e+18'],['1.1360245910490767e+18'],[],"['1.136011759691735e+18', '1.1360245910490767e+18']",['1.1360245910490767e+18'],['2019-06-04 21:39:03'],2019-06-04 21:39:03,50.983333333333334
348,2019-06-04 21:54:48,1.1360285543098982e+18,"('KLM', '56377143')",['1.1360285543098982e+18'],['1.1360303832025866e+18'],[],"['1.1360285543098982e+18', '1.1360303832025866e+18']",['1.1360303832025866e+18'],['2019-06-04 22:02:04'],2019-06-04 22:02:04,7.266666666666667
349,2019-06-04 23:15:29,1.1360488605670932e+18,"('KLM', '56377143')",['1.1360488605670932e+18'],['1.1360508583350968e+18'],[],"['1.1360488605670932e+18', '1.1360508583350968e+18']",['1.1360508583350968e+18'],['2019-06-04 23:23:26'],2019-06-04 23:23:26,7.950000000000001
350,2019-06-05 03:00:00,1.1361053601530225e+18,"('KLM', '56377143')",['1.1361053601530225e+18'],['1.136107404502995e+18'],[],"['1.1361053601530225e+18', '1.136107404502995e+18']",['1.136107404502995e+18'],['2019-06-05 03:08:07'],2019-06-05 03:08:07,8.116666666666667
353,2019-06-05 06:26:32,1.136157338174468e+18,"('KLM', '56377143')",['1.1361573381744681e+18'],['1.1361618414393016e+18'],[],"['1.1361573381744681e+18', '1.1361618414393016e+18']",['1.1361618414393016e+18'],['2019-06-05 06:44:26'],2019-06-05 06:44:26,17.9
355,2019-06-05 07:24:08,1.136171832074281e+18,"('KLM', '56377143')",['1.136171832074281e+18'],['1.1361773052131983e+18'],[],"['1.136171832074281e+18', '1.1361773052131983e+18']",['1.1361773052131983e+18'],['2019-06-05 07:45:53'],2019-06-05 07:45:53,21.75
356,2019-06-05 09:16:19,1.1362000626720154e+18,"('KLM', '56377143')",['1.1362000626720154e+18'],"['1.1362043471828541e+18', '1.1362045566967194e+18']",[],"['1.1362000626720154e+18', '1.1362043471828541e+18', '1.1362045566967194e+18']",['1.1362045566967194e+18'],['2019-06-05 09:34:10'],2019-06-05 09:34:10,17.85
361,2019-06-05 11:58:35,1.1362409005548544e+18,"('KLM', '56377143'),('Delta', '5920532')",['1.1362409005548544e+18'],['1.1362423187915776e+18'],[],"['1.1362409005548544e+18', '1.1362423187915776e+18']",['1.1362423187915776e+18'],['2019-06-05 12:04:13'],2019-06-05 12:04:13,5.633333333333334
364,2019-06-05 14:45:52,1.136282998591148e+18,"('KLM', '56377143')",['1.136282998591148e+18'],['1.1362883776518308e+18'],[],"['1.136282998591148e+18', '1.1362883776518308e+18']",['1.1362883776518308e+18'],['2019-06-05 15:07:15'],2019-06-05 15:07:15,21.383333333333333
366,2019-06-05 15:41:27,1.1362969864062076e+18,"('KLM', '56377143')",['1.1362969864062075e+18'],['1.1362976066976932e+18'],[],"['1.1362969864062075e+18', '1.1362976066976932e+18']",['1.1362976066976932e+18'],['2019-06-05 15:43:55'],2019-06-05 15:43:55,2.466666666666667
367,2019-06-05 16:31:57,1.136309693129941e+18,"('KLM', '56377143')",['1.136309693129941e+18'],['1.136344662170624e+18'],[],"['1.136309693129941e+18', '1.136344662170624e+18']",['1.136344662170624e+18'],['2019-06-05 18:50:54'],2019-06-05 18:50:54,138.95
369,2019-06-05 17:58:24,1.1363314523988868e+18,"('KLM', '56377143')",['1.1363314523988869e+18'],['1.136333915923329e+18'],[],"['1.1363314523988869e+18', '1.136333915923329e+18']",['1.136333915923329e+18'],['2019-06-05 18:08:12'],2019-06-05 18:08:12,9.8
371,2019-06-05 19:16:10,1.136351020152492e+18,"('KLM', '56377143')",['1.136351020152492e+18'],['1.1363521223484744e+18'],[],"['1.136351020152492e+18', '1.1363521223484744e+18']",['1.1363521223484744e+18'],['2019-06-05 19:20:33'],2019-06-05 19:20:33,4.383333333333334
372,2019-06-05 19:17:50,1.1363514389998674e+18,"('KLM', '56377143')",['1.1363514389998674e+18'],"['1.1363546463883346e+18', '1.1363548299058668e+18']",[],"['1.1363514389998674e+18', '1.1363546463883346e+18', '1.1363548299058668e+18']","['1.1363548299058668e+18', '1.1363546463883346e+18']","['2019-06-05 19:31:18', '2019-06-05 19:30:34']",2019-06-05 19:31:18,13.466666666666667
376,2019-06-05 20:10:09,1.1363646057882132e+18,"('KLM', '56377143')",['1.1363646057882132e+18'],['1.1363668785307238e+18'],[],"['1.1363646057882132e+18', '1.1363668785307238e+18']",['1.1363668785307238e+18'],['2019-06-05 20:19:11'],2019-06-05 20:19:11,9.033333333333333
377,2019-06-05 20:51:45,1.1363750739741696e+18,"('KLM', '56377143')",['1.1363750739741696e+18'],['1.1363819080431288e+18'],[],"['1.1363750739741696e+18', '1.1363819080431288e+18']",['1.1363819080431288e+18'],['2019-06-05 21:18:54'],2019-06-05 21:18:54,27.15
382,2019-06-06 01:45:55,1.1364491060905696e+18,"('KLM', '56377143')",['1.1364491060905697e+18'],['1.1364609028851548e+18'],[],"['1.1364491060905697e+18', '1.1364609028851548e+18']",['1.1364609028851548e+18'],['2019-06-06 02:32:48'],2019-06-06 02:32:48,46.88333333333333
396,2019-06-06 12:19:03,1.1366084397388022e+18,"('KLM', '56377143')",['1.1366084397388022e+18'],['1.1366106404061676e+18'],[],"['1.1366084397388022e+18', '1.1366106404061676e+18']",['1.1366106404061676e+18'],['2019-06-06 12:27:48'],2019-06-06 12:27:48,8.75
398,2019-06-06 14:04:48,1.1366350494687314e+18,"('KLM', '56377143')",['1.1366350494687314e+18'],['1.1366419159469752e+18'],[],"['1.1366350494687314e+18', '1.1366419159469752e+18']",['1.1366419159469752e+18'],['2019-06-06 14:32:05'],2019-06-06 14:32:05,27.283333333333335
403,2019-06-06 20:29:59,1.1367319855258378e+18,"('KLM', '56377143'),('Sunweb', '20158631'),('RJDM854', '2386681659')",['1.1367319855258378e+18'],['1.1367346885324718e+18'],[],"['1.1367319855258378e+18', '1.1367346885324718e+18']",['1.1367346885324718e+18'],['2019-06-06 20:40:43'],2019-06-06 20:40:43,10.733333333333333
407,2019-06-06 21:48:05,1.1367516419385958e+18,"('KLM', '56377143')",['1.1367516419385958e+18'],['1.1367525299231048e+18'],[],"['1.1367516419385958e+18', '1.1367525299231048e+18']",['1.1367525299231048e+18'],['2019-06-06 21:51:37'],2019-06-06 21:51:37,3.533333333333333
410,2019-06-06 23:37:57,1.1367792900816732e+18,"('KLM', '56377143')",['1.1367792900816732e+18'],"['1.1367803739779809e+18', '1.1367804279544586e+18']",[],"['1.1367792900816732e+18', '1.1367803739779809e+18', '1.1367804279544586e+18']",['1.1367804279544586e+18'],['2019-06-06 23:42:29'],2019-06-06 23:42:29,4.533333333333333
411,2019-06-06 23:45:44,1.136781246011302e+18,"('KLM', '56377143')",['1.1367812460113019e+18'],['1.136783067056681e+18'],[],"['1.1367812460113019e+18', '1.136783067056681e+18']",['1.136783067056681e+18'],['2019-06-06 23:52:58'],2019-06-06 23:52:58,7.233333333333333
414,2019-06-07 03:55:24,1.136844076362244e+18,"('KLM', '56377143')",['1.1368440763622441e+18'],"['1.1368457943743283e+18', '1.136846002072109e+18', '1.1368460715507343e+18']",[],"['1.1368440763622441e+18', '1.1368457943743283e+18', '1.136846002072109e+18', '1.1368460715507343e+18']","['1.136846002072109e+18', '1.1368460715507343e+18']","['2019-06-07 04:03:03', '2019-06-07 04:03:19']",2019-06-07 04:03:03,7.650000000000001
416,2019-06-07 06:52:13,1.1368885773406496e+18,"('KLM', '56377143')",['1.1368885773406495e+18'],['1.1368967788659794e+18'],[],"['1.1368885773406495e+18', '1.1368967788659794e+18']",['1.1368967788659794e+18'],['2019-06-07 07:24:49'],2019-06-07 07:24:49,32.6
417,2019-06-07 07:09:24,1.136892898736255e+18,"('KLM', '56377143')",['1.136892898736255e+18'],['1.1368966862557594e+18'],[],"['1.136892898736255e+18', '1.1368966862557594e+18']",['1.1368966862557594e+18'],['2019-06-07 07:24:27'],2019-06-07 07:24:27,15.05
420,2019-06-07 07:26:57,1.136897317091627e+18,"('KLM', '56377143')",['1.136897317091627e+18'],['1.1368998100013384e+18'],[],"['1.136897317091627e+18', '1.1368998100013384e+18']",['1.1368998100013384e+18'],['2019-06-07 07:36:51'],2019-06-07 07:36:51,9.9
421,2019-06-07 07:29:56,1.1368980686731182e+18,"('KLM', '56377143')",['1.1368980686731182e+18'],['1.1369107203255624e+18'],[],"['1.1368980686731182e+18', '1.1369107203255624e+18']",['1.1369107203255624e+18'],['2019-06-07 08:20:13'],2019-06-07 08:20:13,50.28333333333333
422,2019-06-07 07:35:16,1.1368994088161976e+18,"('KLM', '56377143')",['1.1368994088161976e+18'],['1.1369075585837138e+18'],[],"['1.1368994088161976e+18', '1.1369075585837138e+18']",['1.1369075585837138e+18'],['2019-06-07 08:07:39'],2019-06-07 08:07:39,32.38333333333334
424,2019-06-07 10:32:08,1.1369439206744228e+18,"('KLM', '56377143')",['1.1369439206744228e+18'],['1.1369471143223542e+18'],[],"['1.1369439206744228e+18', '1.1369471143223542e+18']",['1.1369471143223542e+18'],['2019-06-07 10:44:50'],2019-06-07 10:44:50,12.7
427,2019-06-07 10:36:18,1.1369449692337028e+18,"('KLM', '56377143')",['1.1369449692337029e+18'],['1.136949201730986e+18'],[],"['1.1369449692337029e+18', '1.136949201730986e+18']",['1.136949201730986e+18'],['2019-06-07 10:53:07'],2019-06-07 10:53:07,16.81666666666667
428,2019-06-07 10:47:04,1.1369476764345754e+18,"('KLM', '56377143')",['1.1369476764345754e+18'],['1.1369617265729126e+18'],[],"['1.1369476764345754e+18', '1.1369617265729126e+18']",['1.1369617265729126e+18'],['2019-06-07 11:42:53'],2019-06-07 11:42:53,55.81666666666667
433,2019-06-07 18:46:03,1.1370682168057446e+18,"('Schiphol', '8279892'),('KLM', '56377143')",['1.1370682168057446e+18'],"['1.1370697866749379e+18', '1137069786674937856']",[],"['1.1370682168057446e+18', '1.1370697866749379e+18', '1137069786674937856']",['1.1370697866749379e+18'],['2019-06-07 18:52:17'],2019-06-07 18:52:17,6.233333333333333
436,2019-06-07 19:45:43,1.1370832341881816e+18,"('KLM', '56377143')",['1.1370832341881815e+18'],['1.137084153437012e+18'],[],"['1.1370832341881815e+18', '1.137084153437012e+18']",['1.137084153437012e+18'],['2019-06-07 19:49:22'],2019-06-07 19:49:22,3.65
439,2019-06-07 20:06:18,1.1370884147912294e+18,"('KLM', '56377143')",['1.1370884147912294e+18'],"['1.1370892470039798e+18', '1137089247003979776']",[],"['1.1370884147912294e+18', '1.1370892470039798e+18', '1137089247003979776']",['1.1370892470039798e+18'],['2019-06-07 20:09:37'],2019-06-07 20:09:37,3.316666666666667
440,2019-06-07 22:27:24,1.1371239211516273e+18,"('KLM', '56377143')",['1.1371239211516273e+18'],['1.1371264894372332e+18'],[],"['1.1371239211516273e+18', '1.1371264894372332e+18']",['1.1371264894372332e+18'],['2019-06-07 22:37:36'],2019-06-07 22:37:36,10.2
444,2019-06-08 10:34:48,1.1373069779131884e+18,"('DublinAirport', '179569408'),('KLM', '56377143')",['1.1373069779131884e+18'],['1.137308227421528e+18'],[],"['1.1373069779131884e+18', '1.137308227421528e+18']",['1.137308227421528e+18'],['2019-06-08 10:39:46'],2019-06-08 10:39:46,4.966666666666667
447,2019-06-08 15:08:14,1.137375791120048e+18,"('KLM', '56377143')",['1.1373757911200481e+18'],['1.137382794575917e+18'],[],"['1.1373757911200481e+18', '1.137382794575917e+18']",['1.137382794575917e+18'],['2019-06-08 15:36:04'],2019-06-08 15:36:04,27.833333333333332
448,2019-06-08 15:15:09,1.1373775295961866e+18,"('KLM', '56377143')",['1.1373775295961866e+18'],"['1.137383320071934e+18', '1.1373833532823757e+18']",[],"['1.1373775295961866e+18', '1.137383320071934e+18', '1.1373833532823757e+18']",['1.137383320071934e+18'],['2019-06-08 15:38:09'],2019-06-08 15:38:09,23.0
449,2019-06-08 15:17:52,1.1373782133767456e+18,"('KLM', '56377143')",['1.1373782133767455e+18'],['1.137381414427648e+18'],[],"['1.1373782133767455e+18', '1.137381414427648e+18']",['1.137381414427648e+18'],['2019-06-08 15:30:35'],2019-06-08 15:30:35,12.716666666666667
452,2019-06-08 16:08:54,1.1373910567928054e+18,"('KLM', '56377143')",['1.1373910567928054e+18'],['1.137394186091733e+18'],[],"['1.1373910567928054e+18', '1.137394186091733e+18']",['1.137394186091733e+18'],['2019-06-08 16:21:20'],2019-06-08 16:21:20,12.433333333333334
453,2019-06-08 16:10:07,1.1373913617774428e+18,"('KLM', '56377143')",['1.1373913617774428e+18'],"['1.1373948410742252e+18', '1.1373949140215767e+18']",[],"['1.1373913617774428e+18', '1.1373948410742252e+18', '1.1373949140215767e+18']",['1.1373948410742252e+18'],['2019-06-08 16:23:56'],2019-06-08 16:23:56,13.816666666666666
454,2019-06-08 16:20:30,1.1373939753069856e+18,"('KLM', '56377143')",['1.1373939753069855e+18'],['1.1373988036051968e+18'],[],"['1.1373939753069855e+18', '1.1373988036051968e+18']",['1.1373988036051968e+18'],['2019-06-08 16:39:41'],2019-06-08 16:39:41,19.183333333333334
455,2019-06-08 16:27:42,1.1373957889659168e+18,"('KLM', '56377143')",['1.1373957889659167e+18'],['1.1373984846954906e+18'],[],"['1.1373957889659167e+18', '1.1373984846954906e+18']",['1.1373984846954906e+18'],['2019-06-08 16:38:25'],2019-06-08 16:38:25,10.716666666666667
456,2019-06-08 16:32:03,1.13739688499209e+18,"('KLM', '56377143')",['1.1373968849920901e+18'],['1.137402131600855e+18'],[],"['1.1373968849920901e+18', '1.137402131600855e+18']",['1.137402131600855e+18'],['2019-06-08 16:52:54'],2019-06-08 16:52:54,20.85
463,2019-06-08 18:53:54,1.1374325817278012e+18,"('KLM', '56377143')",['1.1374325817278013e+18'],"['1.1374397643937096e+18', '1.1374398927435653e+18']",[],"['1.1374325817278013e+18', '1.1374397643937096e+18', '1.1374398927435653e+18']",['1.1374397643937096e+18'],['2019-06-08 19:22:27'],2019-06-08 19:22:27,28.55
464,2019-06-08 19:45:00,1.137445441380016e+18,"('KLM', '56377143')",['1.1374454413800161e+18'],['1.13744736665779e+18'],[],"['1.1374454413800161e+18', '1.13744736665779e+18']",['1.13744736665779e+18'],['2019-06-08 19:52:39'],2019-06-08 19:52:39,7.650000000000001
465,2019-06-08 20:22:25,1.1374548563718676e+18,"('KLM', '56377143')",['1.1374548563718676e+18'],['1.1374557479005553e+18'],[],"['1.1374548563718676e+18', '1.1374557479005553e+18']",['1.1374557479005553e+18'],['2019-06-08 20:25:57'],2019-06-08 20:25:57,3.533333333333333
468,2019-06-08 22:50:31,1.1374921261560996e+18,"('KLM', '56377143'),('KLMNigeria', '214877815')",['1.1374921261560996e+18'],"['1.1374940822662513e+18', '1.1374941107875594e+18']",[],"['1.1374921261560996e+18', '1.1374940822662513e+18', '1.1374941107875594e+18']","['1.1374940822662513e+18', '1.1374941107875594e+18']","['2019-06-08 22:58:17', '2019-06-08 22:58:24']",2019-06-08 22:58:17,7.7666666666666675
469,2019-06-08 23:08:31,1.1374966596954564e+18,"('KLM', '56377143')",['1.1374966596954563e+18'],['1.137498720143061e+18'],[],"['1.1374966596954563e+18', '1.137498720143061e+18']",['1.137498720143061e+18'],['2019-06-08 23:16:43'],2019-06-08 23:16:43,8.200000000000001
470,2019-06-09 05:38:20,1.1375947576712806e+18,"('KLM', '56377143')",['1.1375947576712806e+18'],['1.1375997763992494e+18'],[],"['1.1375947576712806e+18', '1.1375997763992494e+18']",['1.1375997763992494e+18'],['2019-06-09 05:58:16'],2019-06-09 05:58:16,19.933333333333334
474,2019-06-09 09:23:55,1.13765152960589e+18,"('KLM', '56377143')",['1.13765152960589e+18'],['1.1376544620787384e+18'],[],"['1.13765152960589e+18', '1.1376544620787384e+18']",['1.1376544620787384e+18'],['2019-06-09 09:35:35'],2019-06-09 09:35:35,11.666666666666666
